lsgi_code_ward_number,sec_kerala_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
G07034_13,G07034,Njarakkal,13,Pozheel,Sajeesh Mangatan,Ernakulam,Grama Panchayat,BJP,NDA,453,2025
G07034_14,G07034,Njarakkal,14,Police Station,Rajeevram (P P Gandhi ),Ernakulam,Grama Panchayat,INC,UDF,504,2025
G07034_15,G07034,Njarakkal,15,Njarakkal Central,Denni Varghese,Ernakulam,Grama Panchayat,INC,UDF,325,2025
G07034_16,G07034,Njarakkal,16,Panchayat,A R Chandrabose,Ernakulam,Grama Panchayat,CPI(M),LDF,317,2025
G07034_17,G07034,Njarakkal,17,Arattuvazhi Beach,Remya Dileep,Ernakulam,Grama Panchayat,CPI(M),LDF,329,2025
G07023_1,G07023,Okkal,1,Thannippuzha,Shibu T P,Ernakulam,Grama Panchayat,CPI(M),LDF,417,2025
G07023_2,G07023,Okkal,2,Okkal North,Jessy Devassikutty,Ernakulam,Grama Panchayat,INC,UDF,508,2025
G07023_3,G07023,Okkal,3,Onampilly,Anil K N,Ernakulam,Grama Panchayat,CPI(M),LDF,461,2025
G07023_4,G07023,Okkal,4,Edavoor,Sulfikar E H,Ernakulam,Grama Panchayat,IND,OTH,508,2025
G07023_5,G07023,Okkal,5,Naduppillithodu,Jency Peter,Ernakulam,Grama Panchayat,INC,UDF,515,2025
G07023_6,G07023,Okkal,6,Koodalappadu,Ambily Joshy,Ernakulam,Grama Panchayat,INC,UDF,658,2025
G07023_7,G07023,Okkal,7,Koodalappadu East,Shaju Pappachan,Ernakulam,Grama Panchayat,IND,OTH,526,2025
G07023_8,G07023,Okkal,8,Koduvelippady,Jiya Jobi,Ernakulam,Grama Panchayat,KC(M),LDF,427,2025
G07023_9,G07023,Okkal,9,Pullani,Nibitha Soni,Ernakulam,Grama Panchayat,IND,OTH,421,2025
G07023_10,G07023,Okkal,10,Okkal,P K Sindhu Teacher,Ernakulam,Grama Panchayat,INC,UDF,404,2025
G07023_11,G07023,Okkal,11,Karikkodu,Rajesh M K,Ernakulam,Grama Panchayat,INC,UDF,429,2025
G07023_12,G07023,Okkal,12,Karikkodu South,K O Johny,Ernakulam,Grama Panchayat,INC,UDF,521,2025
G07023_13,G07023,Okkal,13,Kunnakkattumala,Shahana Teacher,Ernakulam,Grama Panchayat,INC,UDF,351,2025
G07023_14,G07023,Okkal,14,Vallam,Fousiya Sulaiman,Ernakulam,Grama Panchayat,CPI,LDF,458,2025
G07023_15,G07023,Okkal,15,Chelamattam,Jisha Saijan,Ernakulam,Grama Panchayat,INC,UDF,682,2025
G07023_16,G07023,Okkal,16,Okkal Thuruth,Abdul Fazil,Ernakulam,Grama Panchayat,CPI,LDF,282,2025
G07023_17,G07023,Okkal,17,Perumattam,Anjaly A R,Ernakulam,Grama Panchayat,INC,UDF,372,2025
G07054_1,G07054,Paingottoor,1,Ayankara,Bobby,Ernakulam,Grama Panchayat,CPI(M),LDF,346,2025
G07054_2,G07054,Paingottoor,2,Paingottoor East,Sibi Basil,Ernakulam,Grama Panchayat,INC,UDF,400,2025
G07054_3,G07054,Paingottoor,3,Neduvakkad East,Lissy Kuruvila,Ernakulam,Grama Panchayat,INC,UDF,222,2025
G07054_4,G07054,Paingottoor,4,Chathamattam,Ragi Vijayan,Ernakulam,Grama Panchayat,CPI(M),LDF,369,2025
G07054_5,G07054,Paingottoor,5,Ottakandam,Belji Mathew,Ernakulam,Grama Panchayat,INC,UDF,302,2025
G07054_6,G07054,Paingottoor,6,Kadavoor North,Nicy Febin,Ernakulam,Grama Panchayat,INC,UDF,373,2025
G07054_7,G07054,Paingottoor,7,Puthakulam,Sarath Rajan,Ernakulam,Grama Panchayat,CPI(M),LDF,402,2025
G07054_8,G07054,Paingottoor,8,Manippara,Ajithamol K R,Ernakulam,Grama Panchayat,INC,UDF,337,2025
G07054_9,G07054,Paingottoor,9,Njarakkad,Dayi Thomas,Ernakulam,Grama Panchayat,INC,UDF,500,2025
G07054_10,G07054,Paingottoor,10,Panamkara,Pushpalatha K C,Ernakulam,Grama Panchayat,IND,OTH,382,2025
G07054_11,G07054,Paingottoor,11,Kadavoor South,Sisy Jaison,Ernakulam,Grama Panchayat,INC,UDF,378,2025
G07054_12,G07054,Paingottoor,12,South Punnamattam,Sheji Jacob(Soly),Ernakulam,Grama Panchayat,INC,UDF,293,2025
G07054_13,G07054,Paingottoor,13,Kulappuram,Joby Jose Thekkekkara,Ernakulam,Grama Panchayat,INC,UDF,462,2025
G07054_14,G07054,Paingottoor,14,Paingottoor South,Veena Babu,Ernakulam,Grama Panchayat,INC,UDF,276,2025
G07079_1,G07079,Paipra,1,Manary,Salini Shaji,Ernakulam,Grama Panchayat,INC,UDF,559,2025
G07079_2,G07079,Paipra,2,Paipra,Shija Salam,Ernakulam,Grama Panchayat,INC,UDF,750,2025
G07079_3,G07079,Paipra,3,Estate Pady,Smitha Dileep,Ernakulam,Grama Panchayat,CPI(M),LDF,513,2025
G07079_4,G07079,Paipra,4,Paipra East,Najeeb,Ernakulam,Grama Panchayat,IND,OTH,565,2025
G07079_5,G07079,Paipra,5,Ozhupara,Zeenath Azees,Ernakulam,Grama Panchayat,IUML,UDF,1020,2025
G07079_6,G07079,Paipra,6,Mulavoor North,Bismi Salam,Ernakulam,Grama Panchayat,IUML,UDF,614,2025
G07079_7,G07079,Paipra,7,Mulavoor,Abdulkareem K.M,Ernakulam,Grama Panchayat,IUML,UDF,832,2025
G07079_8,G07079,Paipra,8,Mulavoor South,Mini Eldo,Ernakulam,Grama Panchayat,INC,UDF,672,2025
G07079_9,G07079,Paipra,9,Perumattom,Juby   Basheer,Ernakulam,Grama Panchayat,IUML,UDF,688,2025
G07079_10,G07079,Paipra,10,Perumattom West,P.M.Aboobakkar,Ernakulam,Grama Panchayat,INC,UDF,650,2025
G07079_11,G07079,Paipra,11,Nirappu,K.H.Siddique,Ernakulam,Grama Panchayat,INC,UDF,698,2025
G07079_12,G07079,Paipra,12,Thattuparambu,Noushad.P.Aliyar,Ernakulam,Grama Panchayat,INC,UDF,827,2025
G07079_13,G07079,Paipra,13,Pezhakkappilly High School,Mansoor Chennara,Ernakulam,Grama Panchayat,INC,UDF,489,2025
G07079_14,G07079,Paipra,14,Panchayat Office Ward,Ramla Kabeer,Ernakulam,Grama Panchayat,INC,UDF,423,2025
G07079_15,G07079,Paipra,15,S Valavu,Nisha Noufal,Ernakulam,Grama Panchayat,IUML,UDF,590,2025
G07079_16,G07079,Paipra,16,Pezhaykkappilly West,Sheena Noushad,Ernakulam,Grama Panchayat,CPI,LDF,557,2025
G07079_17,G07079,Paipra,17,Pezhakkappilly Pallippady,A.A. Nishad,Ernakulam,Grama Panchayat,IUML,UDF,776,2025
G07079_18,G07079,Paipra,18,Punnoppady West,Jaseena Ali,Ernakulam,Grama Panchayat,IUML,UDF,724,2025
G07079_19,G07079,Paipra,19,Mudavoor East,K.E. Shihab,Ernakulam,Grama Panchayat,CPI(M),LDF,608,2025
G07079_20,G07079,Paipra,20,Mudavoor,K.P.Joy,Ernakulam,Grama Panchayat,INC,UDF,661,2025
G07079_21,G07079,Paipra,21,Mudavoor West,Mini Reji,Ernakulam,Grama Panchayat,IND,OTH,719,2025
G07079_22,G07079,Paipra,22,Thrikkalathur,Sunil.A.C,Ernakulam,Grama Panchayat,INC,UDF,612,2025
G07079_23,G07079,Paipra,23,Thrikkalathur West,M.C.Vinayan,Ernakulam,Grama Panchayat,INC,UDF,609,2025
G07079_24,G07079,Paipra,24,Thrikkalathur East,Akhila Sabu,Ernakulam,Grama Panchayat,CPI(M),LDF,617,2025
G07068_1,G07068,Palakuzha,1,Palakuzha North,Saju Varghese,Ernakulam,Grama Panchayat,INC,UDF,361,2025
G07068_2,G07068,Palakuzha,2,Palakuzha Kavum Bhagam,Binesh,Ernakulam,Grama Panchayat,INC,UDF,362,2025
G07068_3,G07068,Palakuzha,3,Illikunnu,Seba Eldho,Ernakulam,Grama Panchayat,INC,UDF,335,2025
G07068_4,G07068,Palakuzha,4,Marika North,Reena Anil,Ernakulam,Grama Panchayat,INC,UDF,399,2025
G07068_5,G07068,Palakuzha,5,Marika South,Mercy Jose,Ernakulam,Grama Panchayat,KC,UDF,462,2025
G07068_6,G07068,Palakuzha,6,Achilamkunnu,Jaison George,Ernakulam,Grama Panchayat,INC,UDF,465,2025
G07068_7,G07068,Palakuzha,7,Karamala,T N Sunil,Ernakulam,Grama Panchayat,INC,UDF,434,2025
G07068_8,G07068,Palakuzha,8,Kozhippilly,Swapna Biju,Ernakulam,Grama Panchayat,INC,UDF,259,2025
G07068_9,G07068,Palakuzha,9,Varisserithazham,Veena Unni,Ernakulam,Grama Panchayat,INC,UDF,308,2025
G07068_10,G07068,Palakuzha,10,Palakuzha South,Dilsha Manikandan,Ernakulam,Grama Panchayat,INC,UDF,324,2025
G07068_11,G07068,Palakuzha,11,Palakuzha Central,Shaju  Jacob,Ernakulam,Grama Panchayat,CPI(M),LDF,392,2025
G07068_12,G07068,Palakuzha,12,Palakuzha West,George K J,Ernakulam,Grama Panchayat,INC,UDF,310,2025
G07068_13,G07068,Palakuzha,13,Uppukandom,Pushpa Vijayan,Ernakulam,Grama Panchayat,INC,UDF,448,2025
G07068_14,G07068,Palakuzha,14,Karimpana,Mini Saji (Minimol),Ernakulam,Grama Panchayat,INC,UDF,307,2025
G07061_1,G07061,Pallarimangalam,1,Madiyoor,Naji Jabbar,Ernakulam,Grama Panchayat,IUML,UDF,467,2025
G07061_2,G07061,Pallarimangalam,2,Pallikkunnu,Jameela Ali,Ernakulam,Grama Panchayat,IUML,UDF,384,2025
G07061_3,G07061,Pallarimangalam,3,Eettippara,Fathima Majid,Ernakulam,Grama Panchayat,IUML,UDF,577,2025
G07061_4,G07061,Pallarimangalam,4,Vellaramattom,Jasmi Shanavas,Ernakulam,Grama Panchayat,IUML,UDF,408,2025
G07061_5,G07061,Pallarimangalam,5,Manikkinar,Ansari K A,Ernakulam,Grama Panchayat,IUML,UDF,548,2025
G07061_6,G07061,Pallarimangalam,6,Valachira,Ninu Maitheen,Ernakulam,Grama Panchayat,IUML,UDF,402,2025
G07061_7,G07061,Pallarimangalam,7,Paimattom,Anilkumar (Kuttayi),Ernakulam,Grama Panchayat,INC,UDF,467,2025
G07061_8,G07061,Pallarimangalam,8,Koovalloor,Hakeem Khan,Ernakulam,Grama Panchayat,CPI(M),LDF,513,2025
G07061_9,G07061,Pallarimangalam,9,Kuruppukandam,K A Muhammed,Ernakulam,Grama Panchayat,IUML,UDF,479,2025
G07061_10,G07061,Pallarimangalam,10,Pallarimangalam,Shoukkathaly M P,Ernakulam,Grama Panchayat,INC,UDF,333,2025
G07061_11,G07061,Pallarimangalam,11,Mavudi,N. K. Muhammed,Ernakulam,Grama Panchayat,INC,UDF,320,2025
G07061_12,G07061,Pallarimangalam,12,Adivad South,Muhasina Shihab,Ernakulam,Grama Panchayat,INC,UDF,322,2025
G07061_13,G07061,Pallarimangalam,13,Adivad,Nizamol Ismail,Ernakulam,Grama Panchayat,IUML,UDF,388,2025
G07061_14,G07061,Pallarimangalam,14,Pulikkunneppadi,P K Moithu,Ernakulam,Grama Panchayat,IUML,UDF,464,2025
G07037_1,G07037,Pallippuram,1,Munambam Kadappuram,Kunjumon Augustin,Ernakulam,Grama Panchayat,BJP,NDA,582,2025
G07037_2,G07037,Pallippuram,2,Munambam Harbour,Wilson K F,Ernakulam,Grama Panchayat,INC,UDF,439,2025
G07037_3,G07037,Pallippuram,3,Pallippuram Fort,Prasheela Babu,Ernakulam,Grama Panchayat,INC,UDF,669,2025
G07037_4,G07037,Pallippuram,4,Kovilakam  South,P G Jayan,Ernakulam,Grama Panchayat,CPI(M),LDF,518,2025
G07037_5,G07037,Pallippuram,5,Elinjamkulam,Sheela Gopi,Ernakulam,Grama Panchayat,INC,UDF,575,2025
G07037_6,G07037,Pallippuram,6,Sahodara Bhavanam,Jisha Saju,Ernakulam,Grama Panchayat,CPI(M),LDF,628,2025
G07037_7,G07037,Pallippuram,7,Trikkadakkappilly,Baby Nadesan,Ernakulam,Grama Panchayat,CPI(M),LDF,471,2025
G07037_8,G07037,Pallippuram,8,Panchayat,Hentry Kunjumon (Manu),Ernakulam,Grama Panchayat,INC,UDF,532,2025
G07037_9,G07037,Pallippuram,9,Komaranthy,E K Jayan,Ernakulam,Grama Panchayat,CPI(M),LDF,678,2025
G07037_10,G07037,Pallippuram,10,Market,C A Santhosh,Ernakulam,Grama Panchayat,CPI(M),LDF,633,2025
G07037_11,G07037,Pallippuram,11,Manayathukadu,T S Babu,Ernakulam,Grama Panchayat,CPI(M),LDF,675,2025
G07037_12,G07037,Pallippuram,12,Gowreeswaram,K N Shibu,Ernakulam,Grama Panchayat,CPI(M),LDF,553,2025
G07037_13,G07037,Pallippuram,13,Rektheswary,Diji Pradeepan,Ernakulam,Grama Panchayat,INC,UDF,514,2025
G07037_14,G07037,Pallippuram,14,Samoohya Sevasangham,V B Sunil Kumar,Ernakulam,Grama Panchayat,BJP,NDA,334,2025
